document,label
왜 정신나간 놈은 이 또 기어나와서 주둥이 나불거리나,2
미쳤구나 법원이 이정도로 이나라,2
분노를 짜증도 자주내고 요즘 조절을 못하고 그러면 안되는 상황에서도 화를 못참고...,2
합니다!! 당장 내쫓아야,2
그렇게 말한 교사 학교ㆍㆍ처벌받을 각오 되있지?,2
 늦잠자서 회사에 늦었다고 데려가 달라나;;;;,2
술판에화투치고 ㅁㅊ 한국관광객,2
하 난 왜사는걸까~~??,2
목아지를 닭년 당장 쳐라 !!!!!!,2
저런거보면  에휴 노홍철 음주운전 유도한 그때 그 사건이 이해가 간다.,2
정말 김성근 씹어서 버리고 싶다,2
당해도 싸다.,2
나온나 청와대서 역겹다.,2
열받내 존니짱나고,2
욕이 쉬바 어이고 먼저 나온다,2
엄정 불법 행위들 박사모 조치해라~!,2
천호식품 미쳤어! 미쳤네! 아웃!,2
같은놈 쓰레기,2
북돼지들이 공산주의자가 아니듯 is도 이슬람이 아니다,2
젊은세대에게는 헬조선늙은세대에게는 지옥조선.,2
받았냐? 돈 얼마 장난하냐..??NC한테,2
저 연을 죽일순 없을까,2
알고도 역시나 모르쇠 도망간거네.,2
무릎을 미국에 짱깨는 꿇을것 머리을박고 석고대죄 할것,2
아가리에 악플러 염산 붓는 법안을 통과시켜라,2
ㅋㅋ 밑밥까는거같은데 부작용,2
대못 펀치를 날리고 싶다.,2
나라 참 팔아먹을 이름이네,2
미친소리하고자빠졌네 온국민이 다알고있는데,2
국민이미쳤다고 미치지마라. 어디서 너나 하고있냐. 미친자야,2
중국에 짱깨박멸에 찬성은하나 있는 모든공장이 폐쇄되면 물가가 엄청오를텐데,2
병인거 참 같다 정신병!!,2
솔직히 개거품 아니냐ㅡㅡ?,2
즉이야한다 찢어 저년,2
수백만 작품가가8만유론데 복원금액이 유로? 배보다 배꼽이 더크네,2
뭐  불량은 아닌것 같은데 ㅅㅂ ㅅㅂ ㅅㅂ ㅅㅂ ㅅㅂ 존나 기대 햇더만,2
선심쓰는  척 하기는ㅉㅉ,2
폭언도 아 차라리 하고 폭행도 하고 좀 그래주세요,2
 정신나간 미친것,2
변명하네 최순실허고 엮인놈이,2
니..미..럴.. 이게나라냐?,2
진짜 한다 염병들을,2
못 날씨도 내일 맞추는 것들이 무슨 다음주 날씨를 예보하고 자빠졌어 ㅡㅡ,2
자랑스러워야  할 웰메이드 작품을 개차반으로 내치다니 !!!!,2
않았으면서 매치 보지도 단두대 무슨.ㅋㅋㅋㅋㅋ,2
삼성이 ㅋㅋ.. 보니 디자인은 침해했다는 게 맞네 ㅋㅋ 에휴,2
임기다채우고 결국 하... 나가겠단 소리네,2
아무리 돈이 좋아도 이 변 은 뭐 이런 인간을 변호하냐 ㅡ,2
욕도아깝다 인간아,2
퇴출 완전 교육계에서 시켜야 한다.,2
인수인계고 모고 어느날 사표 던지고 나올거같네요.,2
내가 이러려고 한국에서 태어났나 자괴감 들어,2
넘을 우리는이런 쓰뤠기라 일컫는다~~~,2
쳐넣어야지 이제 감옥에,2
반~성 예보관은 기상에예보에 반기성 좀 해야할듯,2
뇌질환 일으키는 짱깨 초미세먼지가 매일같이 몰려오는데 한마디도 못하고 들이마셔야하는 중국속국 코리아~,2
이유가 꼴보기 싫어지는 벌써부터 뭐지 ;,2
이년은 끝이 어딜까요?,2
배불리고 기업만 노동자를 착취하는 더러운 기업 문화를 가진 대한민국.,2
정말 이건 와 너무하네 ㅁㅊ,2
뭐 패듯이 패 버려야 한다,2
뇌수술 당장해야해도 반려한 검사놈들.. 형평성 있게 진행할지 두고보겠다,2
결코 국민이라도 대한민국 찬성하지 않을것이다,2
안되겠습니다~!!  더이상은,2
일으키는 뇌질환 짱깨 초미세먼지가 매일같이 몰려오는데 한마디도 못하고 들이마셔야하는 중국속국 코리아~,2
이렇게 경찰 왜 질질 끄는거냐?,2
군대에서 어디한번 잘먹고 잘살다나와라.끝이다 이젠진짜.,2
 하구 한날 연예인 비리 ...,2
단연 교회 조용기가 순복음 쓰레기 중 쓰레기지.,2
넣어서 가지수만 많이  될 일도 안되게 만든 무능한 민주당.. 으아.. 열 받네,2
지 자식도 때려죽이고 굶겨죽이고 목아지를 자르고 인간들이 아닌것들이 보고 배우기를,2
ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ 인증 빡대가리,2
탈 헬조센이 답이다.,2
옆구리를 지나갈때에 바로차버려! 확! 자빠지게!..,2
노트 삼성 갤럭시 7 이용자들이 화가 많이 났다.,2
ㅁㅊ 술판에화투치고 한국관광객,2
지경까지 이 나라를 망쳤으면! 삼족보다 더 한게 마땅 한들!,2
모두 인생이 지금까지 거짓으로 물들어 있는데 무슨 답을 기대하겠습니까...,2
한심한 개.......사ㅣ끼들!!!!!,2
쓰래기같은인간들 정말 못된인간들 질린다,2
구라청아~~ 안믿는다,2
불매운동 조업 및 불법 우리도 시작해야한다,2
저년 정권 바뀌면 내년 두명은 반드시 처벌해라.,2
화난다왜?여자친구도 없으니까,2
국가적 이제그만하자 망신이다,2
뭐한거야? 비싼연봉받고 아들은,2
후릴뻔;;;  아가리,2
길에서 아오 여러분.. 점마 보믄 깝시다! 카악! 퉤,2
있나? 인정한적 언제는,2
안지났다.. 공소시효 아직,2
초록마을은 아이씨 믿고 먹었는데 유기농 브랜드에서 터지니깐 더 황당하네........,2
이나라에서발도못딛게만들어야한다.,2
조저야 진작에 정유라 순시리 다불지 창창한애 50년 썩어라 이럼 된다,2
그렇게 대단하다 지고도 6위와 두게임차 ㅎㅎ,2
여자 이젠 ㅋㅋ유부남이라 연예인들한테 안먹히나?? ㅋㅋ 왠 마사지 업소 ㅋㅋ,2
가혹하게 특검은  다스려라,2
당을 국민버리고 지키려는게 뭔 자랑이라고 씨부리고있지,2
미친...나라가 이모양니니 별개 다 대충이구만...,2
열받아...  아,2
어디가서 소리 겁나게 지르고 오고싶네요,2
개판이다 나라가 개판!,2
추방 우리도 하자,2
각성해야할 제일 건 무도빠들이다. 이중잣대 좀 대지마라. 역겹고 토쏠려서 니들하고 같은 인간 되기 싫어서 무도 포기한 인간도 있다.,2
"정부가 이래 저래 국민들 개호구로 만드는구나,",2
지적능력 초등학생 미만...,2
지금 비오잖아 시발,2
이제 감옥에 쳐넣어야지,2
모두 교수들 부역한 파면해라.,2
알바들이냐?? 댓글,2
것들 알 18 배터져 디져라,2
인간들도 정말 이런 야... 있구나,2
하지말자ㅋ 임창용이라고 헛소리,2
사족을 멸하자,2
놈!!! 살인자 비양심,2
참 아 날씨 죷같네,2
작품가가8만유론데 복원금액이 수백만 유로? 배보다 배꼽이 더크네,2
마귀같은 뇨온 ㅡㅡㅡㅡ,2
알굴 찍어서 뒷조사 한번해봐라,2
년아.  닭년아...더러운,2
 너희들은 잘한거있냐?,2
당장 퇴출시켜라,2
우리나라 전쟁나면 명품백부터 챙길놈들이 뭔 군대 예기를 하며 군대에 대해서 신경쓰고 난리야..,2
폭탄을 누진세고 나발이고 맞더라도 지금 당장 내가 뒤지겠으니 틀어야겠다 에어컨..,2
대한민국 내가 이럴라구 국민이 됐나 자괴감이들고 괴롭습니다,2
쳐라 닭년 목아지를 당장 !!!!!!,2
덤프트럭이 밀어버렸으면한다,2
시설보다 성소수자 장애인 시설 만들어라. 더 도덕적이다.,2
교사 그렇게 말한 학교ㆍㆍ처벌받을 각오 되있지?,2
맞을만하니까 몰매를 맞지요,2
내수차별 현기 망해라 ㅎㄹ,2
기사 어후.. 보니까 담배 땡기네.. 고고씽,2
 그럼 아예 불법 진료니까 기록자체를 안했겠지!!!!!!!!,2
"민, 모든 관련자 탄핵과 형사처벌 !!!",2
대통령으로써 저게 할짓이냐!저런년을 좋아한다는 박사모도 똑같은 무뇌아다.,2
빌어쳐먹을 언론이 가장빠르네  깡패국가,2
떼감과에 여기저기서 다떼가는데 세금은 동시에 저런데에 한방에 날려버리니 안빡1칠수가없다.,2
부터 고대 니들이 저디른 침략과 살인에 너희는 반드시 멸망할것이다.....,2
 짱개가 한국한테 감놔롸 배놔라 하는 것도 당신들 전라도 촛불 세력들 덕분 아닙니까???,2
진짜 씨.바라고 밖에표현이,2
교통사고로 난 재 죽었음 좋겠다 진짜,2
가장빠르네 언론이  빌어쳐먹을 깡패국가,2
"국민 법정  모두를 개돼지 아랫것으로보니 이딴 행동을하지,",2
해고 바로 해야죠.,2
사형시켜라... 얼릉,2
ㅂㄷㅂㄷ하고 따봉충들 있겄네 ㅋㅋ,2
감방가는건가??? ㅋㅋㅋ,2
진짜 너무분합니다,2
정치하는것들이 이건  도둑놈들이고 대통령이라는게 온갖 루머속에 역겨운 정신병자 추태만 있으니ㅡㅡ,2
머리찢어버리고 나같음 간호장교 그냥 자살할련다,2
문제가 치킨은 감독이 아니라 팬이 더문제다...,2
번 한 딸장사 오지게 하려드네 인성수준 ㅋㅋㅋ,2
우롱하냐? 시청자,2
교육을 교육감이 엉망으로 만들었다,2
꼭  벌받을겁니다 당신,2
대답하는구만-개싸가지! 드러난거만,2
 그리고 미국 이민 가버려!,2
들 폼으로달고다니냐 무뇌 대가리는,2
듣기가  아주 싫다.,2
피봤치 다른 애들 통수땜에,2
대중은 진짜 개돼지라는말을 새삼 느끼게 된다 ㅋㅋㅋㅋㅋ,2
이래서 좌파는 쓰레기다,2
친구들에게 젊은 저년이 흑수저 헬조선 소리 나오게 대한민국 등어리에 빨대 꽂아 기생충처럼 지금까지 쪽쪽 빨고 있었구나 썩을년,2
강력히 제재해야함.,2
"이 정말 지지리 무능한 정부에, 나라를 이 꼴로 만든 추한 욕심만 가득 찬 박근혜에 진저리가 쳐진다.",2
그냥 죽어라 엘지 후진것들,2
등신대응 우리나라만,2
뭔가 내년 대선이 좌빨들 불안하지? ㅋㅋㅋ,2
내가 가만 안있는다,2
이건 개똥같은 짓이지,2
다이어트한답시고 운동댕기는데 왜 하필!!,2
참 꼬라지가 나라 닭스럽다.,2
많나요?...이제 부역자들이 왜이리 그만하고..................꺼지라 시바르로마,2
아이들을 너도 300여명 위증하면 죽인 살인자다.,2
빼앗아  연금을 처벌하라,2
국민들이 너한테 법적대응해줄께 기다려!,2
몰랏던 둘이사는 순간 스트레스 폭파,2
 이런식으로 발빼면 국민들은 더 빡친다.,2
다시는 공범이당 다 국회의원 못하게 해야 한다.,2
"한심한 페더러. . 상대의 극적인 리턴에 실점해 놓고, 도리어 박수를 쳐서 칭찬해 주다니. .",2
청와대가 범죄자 집단이네,2
전국민 상황 같아선 지금 들고 일어나서 청와대로 진격하고 싶다.,2
박근혜 당장 꺼져라,2
"떨어질꺼라 시즌말에 가서 물론 예상은 했다만,스크는 나름대로 잘 나가다가 왜 성적이 곤두박질 칠겨?",2
교환됫고.. 물량도 없다는데 환불해줭..,2
"모두를 법정 국민  개돼지 아랫것으로보니 이딴 행동을하지,",2
사과하면 끝난다니 무슨 ㅋㅋㅋㅋㅋㅋㅋㅋㅋ 이미 끝난거지 븅 1딱들아 또 속으려고?? 에휴 한심하다,2
사라져라 이참에 바다속으로,2
상실이군... 어이,2
축이다 진짜 악의 is,2
 지금 장난하십니까?,2
더러운것은 모든사물중에 박그네보다 이세상 없음,2
세뇌 지금 국민은 당하는 중,2
죽을수도있는데 개때문에 몇백명이 죽이는게 맞지,2
또라이들은믾지 어딜가나,2
더러운짓하고다니지 엄마라는 이름으로 말아,2
퇴출시킵시다! 본보기로,2
저건 그냥 살인자다,2
답답해라 아,2
정말 빡치네요!,2
한류라서 수자원도 서해 그동안 불법조업 방치했나?,2
정말 벌어진 폭력사건인데 사립초등학교에서 화나네요.,2
죽어라 맞아 돌에,2
쓰다니..아직도 단어를 대응이란 국민이 우습나?,2
하늘을 시름소리가 청년들 찌르는구나,2
마라 참가하지 니들은,2
당당하다니.. 보답..저렇게 믿어주다.작품으로,2
전혀 실제구매하고 완재품을사먹는데 도움이안됨.,2
하늘나라 몇이 갔는데 겨우 7년??,2
사형시켜야한다!!!! ,2
응징이  반드시 있으리라!,2
나라가 개판이다 개판!,2
96억 이러려고 받았나 자괴감들고 괴로워 ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ,2
최고!! 거부감 김경숙,2
진짜  화나는데 이거 누가봐도 잘못한 말 맞죠?,2
합방했을때 오남매와 이휘재는 촬영 안하고 있을때 시민이 찍어 올린 애들 발로차는 영상 보니까 노답임,2
아니란식으로 부인하더니 스크맞네ㅋㅋㅋㅋ,2
이쁜 누가 우리 트둥이들한테 욕하냐,2
그냥..!!! T발놈을 확 이,2
나라망신 더 주지말고 푹뒤로가서 암생각말고 살어~^^,2
잠을 이틀동안 안재운다는건데 그자체가 폭압적 인권유린이다.,2
정말 헛소리하면 이번에도 참을 수없을거같다.,2
것들이 머 이런 다 있냐?,2
다 올린분 처음에 자작이라며 단종이네? ㅋ,2
당당하다니.. 믿어주다.작품으로 보답..저렇게,2
돈 장난하냐..??NC한테 얼마 받았냐?,2
거울을 봐라 니얼굴이 사람 얼굴인가한눈에 봐도 너에 심경과 마음이 보인다,2
올리는 이것들아! 차값 이유가 이것때문 이더냐?,2
미국 불체자 추방해라!,2
이걸 기사라고 ㅡㅡ,2
학생들은 더우면 얼마든지 물을 마실 수 있으며ㅋㅋㅋㅋㅋㅋㅋㅋㄱ,2
아니더라도 얼굴이 김태희가 도용당할 수 있다는걸 뼈저리게 느꼈네욬ㅋㅋㅋㅋㅋ,2
선동질까지 이젠 하는 기사를 올리는구나,2
한숨만.......참 할짓 없구만..,2
산재로 백혈병 걸린 직원 500만원 주는건 아깝고정유라 말 몇십억원은 안아깝고.,2
 잘난것도 없으면서 잘난척하는거 못봐주겠다,2
역겨워 둘다 역겹다 아휴 ㅡㅡ,2
처벌하자 사람 실명밝히고 해킹한 사생활 침해는 범죄다.,2
한트럭이 와봐라 니죄가 없어지나 써글년아,2
인간들 마녀사냥한 언론 천벌 받아라!!!,2
대한민국 촛불이 망친다.,2
택시비는 끌면서 대리나 벤츠 없냐??????,2
차라리 SNL 폐지해라!,2
 망설이지말고 처벌하라,2
저질이네 얼마받고 기사썼냐 기레기야,2
개한테  제가 무시당할사람이 아니라서 더더욱 화가나구요,2
내가 이럴라구 대한민국 국민이 됐나 자괴감이들고 괴롭습니다,2
가져와서  다른나라꺼 올려라 화난다진짜,2
대해서는 테러리스트에 부모님까지 같이 처벌해야한다...,2
환불 안하고 응 할꺼야ㅋ,2
나라  편의점도시락같은 병맛,2
책임은 없고 권리만 찾는 이중적 태도부터 버려라,2
진정 당신은 사실이라면 이 시대에 악마 입니다,2
 당장 출동 해서 뭐라도 안하고!?,2
수 수용할 대체 있는건 뭐요? 죄다 거부라네...,2
너들  언젠가 혼날거다.,2
섹히들 등신같은 옘병 한다,2
욕 새해부터 입에서 나오게 하네..,2
그렇다고해서  먼 죄를진것도아닌데 그렇게 쌍욕을 들어야하나요?,2
"그나물들이  그밥에 있으니, 최순실이 여태 징계운운할 수 있는거니 그 맥부터 잘라내야 함",2
헛소리 말고 가만히 있어라.,2
이쯤되면 다른멤버들도 나간다해라.,2
인간들인데 나쁜 둘다 패륜아집단이 더 더러운새끼들이지,2
쓰레기들아.. 야스쿠니신사나 철거해라,2
쪽바리가 우리나라안에도 원숭이 많네.,2
나라냐??? 도대체 이게,2
오늘 9시 퇴근인데 40분째 연락두절이네요 ㅡㅡ,2
버티는건 진짜 너무 파렴치하다!,2
잘못된게 포퓰리즘이 아니라 이를 행하는 정치가 더러운거다.,2
먹을거로 건들면 ㅈ된다,2
규제할껀 규제해라!!!,2
기름을 성난 민심에 제대로 붓는 꼴.,2
쓰래기같은인간들 못된인간들 정말 질린다,2
썩은 난 그런 드라마 본 적도 없다.. 언론에서 떠들고 띄워주는 건 많이 봤어도.. ㅉㅉㅉ,2
반성의 저 와중에 기미도 없고 작전 짜는거 보면 정말 치가 떨린다.,2
싶어도악보를 물어보고 음악적으로 잘 못보니까이론을 잘 몰라서그리고 성격 지랄맞아서 ㅅㅂ놈못 물어보겠음,2
 어디서 불가능한 소리를...,2
10년 한 깜빵에서 썩고 반성하거라.,2
쌍욕 안한게 다행이지,2
벌찟좀하지마라 장난하냐 나라세금가지고 병언지늘,2
가야될 병신년이 아직 뻐팅기고 있는데요,2
OOO아 장난하니까 재미있지,2
생각이고 그건 니,2
걸려서 니놈도 태블릿하나 교활이 니 본 모습이 공개되어야해,2
"나에게 병신년, 병신년.진짜 병신같은해였다",2
그돈 덜떨어진것들 우리피같은세금아니냐 다잘라라 천불나네,2
삼류다 경제는일류인데 정치는 이런걸보면,2
칼만 안들었지 저 쓰레기들은 강도다,2
대통령도 이런.. 뭐.. 아닌 저런 여자때문에...,2
시대에 이정현ㅡ진짜 이 불필요한 쓰레기다ㅡㅡㅡ,2
그 년을 족쳐야 한다.,2
잘못이지 태어난게 한국에,2
저렇게 그리고  속물같이 말하는데 왜 이렇게 정이 떨어지죠ㅠ,2
옳으신 말씀에 충격을 왜 받아?,2
없는 어이 이런 상황 ...,2
하나도 제대로 하는게 없어 세금이아깝다.,2
나라세금가지고 장난하냐 병언지늘 벌찟좀하지마라,2
어쩔거냐고. 이건 ,2
 구역질난다.,2
평가를 지깟것들이 뭔대  해!,2
주 올리냐? 약 후반부터 꺾인다며 이새끼들아,2
당장 네이버는 언론조작을 중단하라,2
더  사기꾼이 당당한 철면피의 나라..,2
"승수 용병 빼버리면 두산보다 위다!!. 용병타자까지 더 하면 두산보다 +10은 했을거다,.",2
창피하다 어른으로서 진짜 창피해!!,2
진짜열받네요 와,2
이렇게  난 힘든데 새로운사람이랑 히히덕 거리고 있을생각하니속이 뒤집어지네요,2
순간순간 치밀어오른다,2
 이런 쳐 죽일놈들.,2
해라 감옥에서 못나오게 평생 이개쉐드라ㅋ,2
정말 화가납니다.,2
시켜야한다. 즉시사형,2
와서 중풍이나 니미 뒷골잡고 쓰러져라!,2
부도덕하면서 저런 무능력하고 철면피인 대통령을 뽑았다는 생각에 오늘도 나는 소름이 돋는다.,2
50평생 이런 꼴은 보다보다 처음이다,2
살거라 오지말고 거기서 오다가 공항에서 짖밟힌다,2
막걸리야 이게 말이야,2
심한데 아직도 언제 사라진다는거야 아놔,2
괘씸죄로 찍혀버려라,2
평생 면허증을 죽을때까지 못따게 해라니까.,2
아 길거리서 짱개들지나가면 패고싶다진심..,2
 국뽕 지독하네,2
그동안 수자원도 한류라서 서해 불법조업 방치했나?,2
것! 개보다도 못한,2
", 패당 박근혜 한시라도 빨리 끌어내려서 목을 쳐야한다 !",2
진짜  열받는다ㅋㅋㅋㅋㅋ,2
않다 아젠 놀랍지도 ! 추하다 !,2
인생자체가 얘는 거짓이여,2
ㅠㅠ 넘약함. 무기징역때려야지 8년은 아예 빛을 못보개해야함,2
뜰린 ㄱH가튼년이 주둥이라고...,2
스트레스 아진짜 최고조라 여기에 풀고갑니다,2
뮌데 아는게 도대체,2
진짜 사기 제대로 치네ㅋㅋ 이건구속안하나,2
대놓고싸우자는건가 ㅡㅡ;;;;,2
검찰조사 시간은 있고 담화할 받을 시간은 없고?,2
상파대기에다가 저 황산을 들이붓고싶다.,2
못받았나 가정교육 제대로 ,2
하여간 우리나라 교육엔 미래가 없어!!,2
개같은..년!!!!,2
아래로 이대는 중경외시 가라. 썩었다,2
황교안 박근혜랑  김정은 다 사형감이다,2
비자없으면 너네나라로 꺼져 범죄덩어리야,2
엠븅  신ㅋㅋㅋㅋㅋㅋㅋㅋ,2
짜르라고 마케팅 윗대가리 좀,2
 그때가 되면 고향세탁 하는 새끼들 판치겠지.,2
가면벗어라 니네당당하다며??왜얼굴가리냐,2
니놈도 교활이 태블릿하나 걸려서 니 본 모습이 공개되어야해,2
집단이기주의 솔직히 대형교회는 모임아닌가?,2
대머리 미친 색기,2
ㅡㅡ꺼져라 뭘 잘했다고 활동이냐,2
저 마귀는 지옥에서도 싫어할듯,2
ㅈㄴ 빙하고 뭐고니새끼 굶어죽게 냅둘꺼임알아서 잘 하셈ㅈㄴ 사랑해♥ㅋㅋㅋㅋㅋ,2
하야하고 알아서 깜방들어가도 현찮을판에 얘 뭐라고 자꾸 지껄이냐,2
하는데 무슬림들 학살해버려야,2
않낳으려고 애를 이러니 하지 더운데 애키우게 생겼냐??,2
조선왕조500년 역사? 고려역사 에도 없는 희대의 반역 죄인들이다! 그나마 예를 갖추어 능지처참 합시다!,2
사형시켜라 나라세금가지고 장난쳤으니,2
도둑놈들이고 이건 정치하는것들이  대통령이라는게 온갖 루머속에 역겨운 정신병자 추태만 있으니ㅡㅡ,2
"닥치고, 즉각 사퇴!!!! 사기꾼!!!!",2
더 변호인단 새끼들이 나쁜놈들이네,2
증세는없다고 귀태닭년아!!!~ 개~헛소리 나불거리는 널욕하지 안을수없다!!!~,2
해먹어야지 적당히 해먹어도,2
개노릇이나 입다물고 해,2
박근혜를 왜 멍청한넘들 찍었냐???????????????????????????,2
미친거아냐???,2
쪽바리가 원숭이 우리나라안에도 많네.,2
이러려고 96억 받았나 자괴감들고 괴로워 ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ,2
봐도 댓글만 상스러운 국민성이 보인다,2
미쳐버리겠네요  열받아서,2
불량은  뭐 아닌것 같은데 ㅅㅂ ㅅㅂ ㅅㅂ ㅅㅂ ㅅㅂ 존나 기대 햇더만,2
더러운짓하고다니지 이름으로 엄마라는 말아,2
네이버 95프로는 기사와 여론을 조작한다고 보면됨,2
일 그날 너 기억안난다했었잖아,2
죽으라는건가? 국민들 숨막혀,2
증거다 니목소리가 나쁜년,2
모르쇠 알고도 역시나 도망간거네.,2
연봉만은 고위층 계속 상승중~~,2
아 죽여벌라 ㅡㅡ 호 .........애기보는데 씨 ㅡㅡ,2
거짓말쟁이야 그친다며 새벽에,2
공부해서 남들은 뼈빠지게 이화여대 들어갔는데 지는 엄마빽으로 들어가고 좋겠다,2
역사상 걸구룹 가장 위대했던 걸그룹이 사라지는구나??젠장,2
좌빨들 핵개발 지원해준 먼저 죽여야돼,2
니죄가 와봐라 한트럭이 없어지나 써글년아,2
사고사가 헬조선 한두번이가?,2
못한 개보다 인간들,2
시켜서 물고문 홍완선이 다 불게하라..,2
이정도로 법원이 이나라 미쳤구나,2
이눔들아 개구라 안속는다,2
대가리에 정체가뭐냐? 머가듬?,2
못차렸구만 아직도 정신 쫒겨나봐야 정신차릴거지?,2
새해부터 입에서 욕 나오게 하네..,2
강제로 끌어내라,2
꼴깝떤다,2
꺼져라 쪽바리새 ㄲ ㅣ 들아!가서다시는 오지마라. 오면대사관쓸어버릴거다! 쪽 바 리 들아!!,2
이번엔  저도 당하고만 있진 않을꺼에요 ..,2
또 가격은근슬쩍 올리는거봐라 양버스치기들,2
개구라 안속는다 이눔들아,2
천인공노할 놈들~~~,2
죄질이 진짜 나쁘네,2
고의다하차해라 이건 백퍼 무개념 듣보새끼,2
밝혀라 샅샅히 조사해서,2
내려온다고 북한에서 쓰레기 욕하더니 쓰레기 단속 잘해라고 전해라,2
공장에 인력란 허덕이는 하기싫음 취업해라.,2
모자란놈,2
합니까 왜 이따위로 증인보호를,2
돈쳐먹은 국개들 다짤라야됨,2
교사죄 위증 추가요..... 죄목이 하도 많아서 이건 뭐...,2
놈 없는 시건방진 염치도,2
어떻게 죽여야 속이 시원할까...,2
정신나간 이 놈은 왜 또 기어나와서 주둥이 나불거리나,2
통제하지말고 언론의 자유 네이버는 함부로 댓글 지우지마라,2
것은 테러당해야 할 저 새끼들이다.,2
궁금하다 진짜 정신상태가 먹고살만하니 그깟 포켓몬 잡으로 속초에 가다니 한심한 년놈들나가 디지거라,2
 이 쓰레기같은 무당년이 정말 열받게하네.,2
사람들 양심판 돈에 혐오스럽다,2
뭉개야~ 주둥아리을,2
나라도 다른 한국외교관들 조사해야 할듯!!!!!! 썩은 놈들 많네!!!!!,2
새누리는 김무성란인빼고 전부내려오고 민주당은 추미애 당장 짤라라,2
화웨이 태생 생각해보면 개인정보 유출에 도청까지 안하리라는 보장이 없는데 왜 사냐?,2
쉬불 짱개 세리덜....,2
추위에 국민들이 피눈물은 떨면서 매일 흘렸는데 뭔소리 하노???,2
셧다운제 도입한 놈들 싸잡아다가 족쳐라.,2
먹은 영혼팔아 돈에 알바들 니새끼가 그댓가ㅈ고대로 받는다,2
마음으로는 열두번도 더 불태우고 싶다.,2
살림차린 바람나 어린년이랑 필리핀가서 남편.......,2
대응해라!!! 강력하게,2
시끄러운 나라가 틈을 타 너도나도 이익 취하려는 집단 뿐이네,2
아니면 삼성편 댓글도 임의 삭제하는 독재 네이버네!!,2
거지 .. 뭐하자는 헐 ㅋㅋㅋ,2
JTBC 가 최고 가짜 조작 선동 뉴스죠,2
기다리면서 다음버스 너무 화가나서요..,2
이슬람은  악의 축이다,2
톡톡히 배신의 대가는 치뤄야지?,2
머리하고  세월호때 비아그라만 생각하면.혈압오른다니까더러운 ....,2
똥강아지가 지나가던 웃네요,2
개판! 개판이다 나라가,2
뻔뻔한년 니돈으로 변호사 네명이나 쓰나,2
도둑놈들......,2
그렇게 여자들이 이게 외치던 남녀평등이냐?,2
개빡쳐!!!!!!!!!  아,2
비 부산에 비온다해놓고 1도 안옴ㅡㅡ,2
넘길 학원 니들한테 줄 알았어?,2
떠드냐 뭘안다고 니깟것들이,2
돌았나 이게 보상이냐? 미친,2
이런가요?;; 원래 야간알바들 ,2
죽일수있는 박근혜 방법좀 알려주라,2
부시지요 도끼로 대갈통을 그냥,2
새끼들. 또 시작이구나.사기꾼,2
귀태닭년아!!!~ 증세는없다고 개~헛소리 나불거리는 널욕하지 안을수없다!!!~,2
충격을 말씀에 옳으신 왜 받아?,2
해야지 500만원은 과태료 망할넘들아,2
미친 돌아이,2
사형 박뀐혀 둘다 촛불데모랑,2
버리고 나 그 여자한테 가더니잘 사겨라 나쁜놈아왠만하면 그 여자가 똑같이 너 버리고 다른남자한테환승했음 좋겠다,2
"아니 새해에는 덕담을나누고 좋은일만 생기도록 기원하는 첫날에, 18년이 느닷없이 나와서 완전 열받게만드네.",2
순복음 교회 조용기가 단연 쓰레기 중 쓰레기지.,2
나라 망치려 작정을 했구나 이 악마가!,2
내가보기엔  당신은 위선자..,2
없는 답이 인간들...싹다 총살..,2
떨지마라 엄살 ㅡ 큰맘 머코 외식하러 갔드니 시파 자리가 없드라,2
나가 뒤져,2
싸가지 진짜 일본놈들 없어 정이 안가!!왠수야 왠수!일본넘들 사과를 정중하게 해 !!한국에 일본놈들 일본으로 돌아가 정말 싫다.,2
불매 애플 합시다.,2
너무 대한민국 썩어도 썩었다.,2
처넣어라. 무기징역때리고 깜빵에 조사필요없이,2
넘길 니들한테 학원 줄 알았어?,2
퇴진ㆍ구속 즉각 수사!!,2
증거 죄짓고 들이밀어도 모른다고 우기면 죄가 안되는건가요?,2
범죄목적인건데어떤말을 복사폰이라몀 지어내고 뻘소릴하나잘들어줄게요 ㅋㅋㅋㅋ,2
워낙 직장이나ㅜ사회에 쓰레기들이.많으니 약한 애들은 살아남기 힘들지 국민성이 쓰레기라 헬조선인거 같다~~@!@,2
음악적으로 물어보고 싶어도악보를 잘 못보니까이론을 잘 몰라서그리고 성격 지랄맞아서 ㅅㅂ놈못 물어보겠음,2
 쓰레기 개ㅇ자ㅇ식들,2
잊지 일본... 절대 않겠다!!,2
상대로 국민들하고 가입자 협박하는건지?,2
열받는다ㅋㅋㅋㅋㅋ 진짜 ,2
국민들을 ㅋㅋㅋ 애꿋은 폭도로 유도하고 있고나!!!!,2
진심 매국노친일파쪽바리같은년이네..,2
극혐이다ㅋㅋㅋㅋㅋㅋ 으...댓글들 진짜,2
기상에예보에 반기성 예보관은 반~성 좀 해야할듯,2
"거대한 뇌물현이 싸놓은 똥, 세종시",2
